station_code,lat,lon,DateTimeStamp,Historical,ProvisionalPlus,CollMethd,REP,F_Record,PO4F,F_PO4F,NH4F,F_NH4F,NO2F,F_NO2F,NO3F,F_NO3F,NO23F,F_NO23F,Chlorophyll-a (ug/L),F_CHLA_N,Unnamed: 20,Date
apaesnut  ,29.7858,-84.8752,9/9/2003 17:00,1,1,2,1,,0.002,<4>  ,0.132,<4>  ,0.007,<4>  ,0.169,<4>  C                   ,0.176,<4>  ,7.049,<4>  ,,9/9/2003
apaesnut  ,29.7858,-84.8752,9/9/2003 19:30,1,1,2,1,,0.002,<4>  ,0.119,<4>  ,0.01,<4>  ,0.205,<4>  C                   ,0.215,<4>  ,3.845,<4>  ,,9/9/2003
apaesnut  ,29.7858,-84.8752,9/9/2003 22:00,1,1,2,1,,0.002,<4>  ,0.114,<4>  ,0.008,<4>  ,0.177,<4>  C                   ,0.185,<4>  ,3.204,<4>  ,,9/9/2003
apaesnut  ,29.7858,-84.8752,9/10/2003 0:30,1,1,2,1,,0.003,<4>  ,0.173,<4>  ,0.007,<4>  ,0.162,<4>  C                   ,0.169,<4>  ,4.486,<4>  ,,9/10/2003
apaesnut  ,29.7858,-84.8752,9/10/2003 3:00,1,1,2,1,,0.003,<4>  ,0.145,<4>  ,0.007,<4>  ,0.151,<4>  C                   ,0.158,<4>  ,3.204,<4>  ,,9/10/2003
apaesnut  ,29.7858,-84.8752,9/10/2003 5:30,1,1,2,1,,0.002,<4>  ,0.176,<4>  ,0.007,<4>  ,0.204,<4>  C                   ,0.211,<4>  ,5.126,<4>  ,,9/10/2003
apaesnut  ,29.7858,-84.8752,9/10/2003 8:00,1,1,2,1,,0.002,<4>  ,0.175,<4>  ,0.008,<4>  ,0.2,<4>  C                   ,0.208,<4>  ,4.486,<4>  ,,9/10/2003
apaesnut  ,29.7858,-84.8752,9/10/2003 10:30,1,1,2,1,,0.002,<4>  ,0.183,<4>  ,0.007,<4>  ,0.197,<4>  C                   ,0.204,<4>  ,5.767,<4>  ,,9/10/2003
apaesnut  ,29.7858,-84.8752,10/7/2003 9:30,1,1,2,1,,0.004,<4>  ,0.15,<4>  ,0.002,<4>  B                   ,,<4>  B - C               ,0.024,<4>  ,3.845,<4>  ,,10/7/2003
apaesnut  ,29.7858,-84.8752,10/7/2003 9:35,1,1,1,1,,0.012,<4>  ,0.017,<4>  ,0.002,<4>  B                   ,,<4>  B - C               ,0.034,<4>  ,10.253,<4>  ,,10/7/2003
apaesnut  ,29.7858,-84.8752,10/7/2003 9:37,1,1,1,2,,0.011,<4>  ,0.016,<4>  ,0.002,<4>  B                   ,,<4>  B - C               ,0.051,<4>  ,11.534,<4>  ,,10/7/2003
apaesnut  ,29.7858,-84.8752,10/7/2003 12:00,1,1,2,1,,0.006,<4>  ,0.091,<4>  ,0.002,<4>  B                   ,,<4>  B - C               ,0.011,<4>  ,4.486,<4>  ,,10/7/2003
apaesnut  ,29.7858,-84.8752,10/7/2003 14:30,1,1,2,1,,0.006,<4>  ,0.04,<4>  ,0.002,<4>  ,0.009,<4>  C                   ,0.011,<4>  ,8.971,<4>  ,,10/7/2003
apaesnut  ,29.7858,-84.8752,10/7/2003 17:00,1,1,2,1,,0.006,<4>  ,0.017,<4>  ,0.002,<4>  ,0.02,<4>  C                   ,0.022,<4>  ,5.767,<4>  ,,10/7/2003
apaesnut  ,29.7858,-84.8752,10/7/2003 19:30,1,1,2,1,,0.004,<4>  ,0.01,<4>  ,0.002,<4>  ,0.028,<4>  C                   ,0.03,<4>  ,8.33,<4>  ,,10/7/2003
apaesnut  ,29.7858,-84.8752,10/7/2003 22:00,1,1,2,1,,0.004,<4>  ,0.01,<4>  ,0.002,<4>  ,0.036,<4>  C                   ,0.038,<4>  ,7.69,<4>  ,,10/7/2003
apaesnut  ,29.7858,-84.8752,10/8/2003 0:30,1,1,2,1,,0.003,<4>  ,0.012,<4>  ,0.002,<4>  ,0.009,<4>  C                   ,0.011,<4>  ,7.69,<4>  ,,10/8/2003
apaesnut  ,29.7858,-84.8752,10/8/2003 3:00,1,1,2,1,,0.004,<4>  ,0.02,<4>  ,0.002,<4>  B                   ,,<4>  B - C               ,0.032,<4>  ,6.408,<4>  ,,10/8/2003
apaesnut  ,29.7858,-84.8752,10/8/2003 5:30,1,1,2,1,,0.003,<4>  ,0.028,<4>  ,0.002,<4>  B                   ,,<4>  B - C               ,0.007,<4>  B                   ,5.126,<4>  ,,10/8/2003
apaesnut  ,29.7858,-84.8752,10/8/2003 8:00,1,1,2,1,,0.005,<4>  ,0.069,<4>  ,0.002,<4>  B                   ,,<4>  B - C               ,0.013,<4>  ,9.612,<4>  ,,10/8/2003
apaesnut  ,29.7858,-84.8752,10/8/2003 10:30,1,1,2,1,,0.005,<4>  ,0.028,<4>  ,0.002,<4>  B                   ,,<4>  B - C               ,0.025,<4>  ,13.457,<4>  ,,10/8/2003
apaesnut  ,29.7858,-84.8752,11/3/2003 0:00,1,1,2,1,,0.001,<4>  ,0.01,<4>  ,0.002,<4>  B                   ,,<4>  B - C               ,0.017,<4>  ,7.049,<4>  ,,11/3/2003
apaesnut  ,29.7858,-84.8752,11/3/2003 14:00,1,1,2,1,,0.001,<4>  ,0.01,<4>  ,0.002,<4>  B                   ,,<4>  B - C               ,0.035,<4>  ,7.69,<4>  ,,11/3/2003
apaesnut  ,29.7858,-84.8752,11/3/2003 16:30,1,1,2,1,,0.001,<4>  ,0.01,<4>  ,0.002,<4>  B                   ,,<4>  B - C               ,0.02,<4>  ,7.049,<4>  ,,11/3/2003
apaesnut  ,29.7858,-84.8752,11/3/2003 19:00,1,1,2,1,,0.001,<4>  ,0.007,<4>  ,0.002,<4>  B                   ,,<4>  B - C               ,0.016,<4>  ,7.049,<4>  ,,11/3/2003
apaesnut  ,29.7858,-84.8752,11/3/2003 21:30,1,1,2,1,,0.002,<4>  ,0.01,<4>  ,0.002,<4>  B                   ,,<4>  B - C               ,0.03,<4>  ,5.126,<4>  ,,11/3/2003
apaesnut  ,29.7858,-84.8752,11/4/2003 2:30,1,1,2,1,,0.001,<4>  ,0.014,<4>  ,0.002,<4>  B                   ,,<4>  B - C               ,0.023,<4>  ,5.126,<4>  ,,11/4/2003
apaesnut  ,29.7858,-84.8752,11/4/2003 5:00,1,1,2,1,,0.001,<4>  B                   ,0.017,<4>  ,0.002,<4>  B                   ,,<4>  B - C               ,0.028,<4>  ,5.767,<4>  ,,11/4/2003
apaesnut  ,29.7858,-84.8752,11/4/2003 7:30,1,1,2,1,,0.001,<4>  ,0.022,<4>  ,0.002,<4>  B                   ,,<4>  B - C               ,0.036,<4>  ,5.767,<4>  ,,11/4/2003
apaesnut  ,29.7858,-84.8752,11/4/2003 10:00,1,1,2,1,,0.002,<4>  ,0.019,<4>  ,0.002,<4>  B                   ,,<4>  B - C               ,0.025,<4>  ,12.175,<4>  ,,11/4/2003
apaesnut  ,29.7858,-84.8752,11/4/2003 12:30,1,1,2,1,,0.001,<4>  ,0.016,<4>  ,0.002,<4>  B                   ,,<4>  B - C               ,0.021,<4>  ,12.175,<4>  ,,11/4/2003
apaesnut  ,29.7858,-84.8752,11/4/2003 15:00,1,1,2,1,,0.001,<4>  ,0.007,<4>  ,0.002,<4>  B                   ,,<4>  B - C               ,0.013,<4>  ,10.894,<4>  ,,11/4/2003
apaesnut  ,29.7858,-84.8752,11/4/2003 15:47,1,1,1,1,,0.002,<4>  ,0.006,<4>  ,0.002,<4>  B                   ,,<4>  B - C               ,0.007,<4>  ,8.971,<4>  ,,11/4/2003
apaesnut  ,29.7858,-84.8752,11/4/2003 15:52,1,1,1,2,,0.003,<4>  ,0.006,<4>  ,0.002,<4>  B                   ,,<4>  B - C               ,0.013,<4>  ,10.253,<4>  ,,11/4/2003
apaesnut  ,29.7858,-84.8752,12/8/2003 9:45,1,1,1,1,,0.001,<4>  ,0.004,<4>  B                   ,0.002,<4>  ,0.032,<4>  C                   ,0.034,<4>  ,8.971,<4>  ,,12/8/2003
apaesnut  ,29.7858,-84.8752,12/8/2003 9:51,1,1,1,2,,0.001,<4>  ,0.004,<4>  B                   ,0.002,<4>  ,0.034,<4>  C                   ,0.036,<4>  ,8.33,<4>  ,,12/8/2003
apaesnut  ,29.7858,-84.8752,12/8/2003 10:30,1,1,2,1,,0.002,<4>  ,0.017,<4>  ,0.002,<4>  ,0.035,<4>  C                   ,0.037,<4>  ,8.33,<4>  ,,12/8/2003
apaesnut  ,29.7858,-84.8752,12/8/2003 13:30,1,1,2,1,,0.002,<4>  ,0.018,<4>  ,0.002,<4>  ,0.082,<4>  C                   ,0.084,<4>  ,6.408,<4>  ,,12/8/2003
apaesnut  ,29.7858,-84.8752,12/8/2003 15:30,1,1,2,1,,0.002,<4>  ,0.016,<4>  ,0.002,<4>  ,0.149,<4>  C                   ,0.151,<4>  ,5.767,<4>  ,,12/8/2003
apaesnut  ,29.7858,-84.8752,12/8/2003 18:00,1,1,2,1,,0.002,<4>  ,0.014,<4>  ,0.002,<4>  ,0.104,<4>  C                   ,0.106,<4>  ,7.69,<4>  ,,12/8/2003
apaesnut  ,29.7858,-84.8752,12/8/2003 20:30,1,1,2,1,,0.002,<4>  ,0.018,<4>  ,0.002,<4>  ,0.136,<4>  C                   ,0.138,<4>  ,12.816,<4>  ,,12/8/2003
apaesnut  ,29.7858,-84.8752,12/8/2003 23:00,1,1,2,1,,0.002,<4>  ,0.019,<4>  ,0.002,<4>  ,0.16,<4>  C                   ,0.162,<4>  ,10.894,<4>  ,,12/8/2003
apaesnut  ,29.7858,-84.8752,12/9/2003 1:30,1,1,2,1,,0.002,<4>  ,0.023,<4>  ,0.002,<4>  ,0.138,<4>  C                   ,0.14,<4>  ,8.971,<4>  ,,12/9/2003
apaesnut  ,29.7858,-84.8752,12/9/2003 4:00,1,1,2,1,,0.002,<4>  ,0.02,<4>  ,0.002,<4>  ,0.164,<4>  C                   ,0.166,<4>  ,4.486,<4>  ,,12/9/2003
apaesnut  ,29.7858,-84.8752,12/9/2003 6:30,1,1,2,1,,0.002,<4>  ,0.017,<4>  ,0.002,<4>  ,0.102,<4>  C                   ,0.104,<4>  ,8.33,<4>  ,,12/9/2003
apaesnut  ,29.7858,-84.8752,12/9/2003 9:00,1,1,2,1,,0.002,<4>  ,0.017,<4>  ,0.002,<4>  ,0.046,<4>  C                   ,0.048,<4>  ,8.33,<4>  ,,12/9/2003
apaesnut  ,29.7858,-84.8752,1/8/2004 10:05,1,1,1,1,,0.001,<4>  B                   ,0.004,<4>  B                   ,0.002,<4>  ,0.021,<4>  C                   ,0.023,<4>  ,10.9,<4>  ,,1/8/2004
apaesnut  ,29.7858,-84.8752,1/8/2004 10:08,1,1,1,2,,0.001,<4>  B                   ,0.004,<4>  B                   ,0.002,<4>  ,0.025,<4>  C                   ,0.027,<4>  ,11.5,<4>  ,,1/8/2004
apaesnut  ,29.7858,-84.8752,1/8/2004 10:30,1,1,2,1,,0.001,<4>  B                   ,0.004,<4>  ,0.002,<4>  ,0.007,<4>  C                   ,0.009,<4>  ,13.4,<4>  ,,1/8/2004
apaesnut  ,29.7858,-84.8752,1/8/2004 13:00,1,1,2,1,,0.001,<4>  B                   ,0.004,<4>  ,0.002,<4>  ,0.016,<4>  C                   ,0.018,<4>  ,11.5,<4>  ,,1/8/2004
apaesnut  ,29.7858,-84.8752,1/8/2004 15:30,1,1,2,1,,0.001,<4>  B                   ,0.004,<4>  ,0.003,<4>  ,0.096,<4>  C                   ,0.099,<4>  ,9.6,<4>  ,,1/8/2004
apaesnut  ,29.7858,-84.8752,1/8/2004 18:00,1,1,2,1,,0.001,<4>  B                   ,0.004,<4>  B                   ,0.003,<4>  ,0.166,<4>  C                   ,0.169,<4>  ,7.7,<4>  ,,1/8/2004
apaesnut  ,29.7858,-84.8752,1/8/2004 20:30,1,1,2,1,,0.001,<4>  B                   ,0.004,<4>  B                   ,0.003,<4>  ,0.14,<4>  C                   ,0.143,<4>  ,7,<4>  ,,1/8/2004
apaesnut  ,29.7858,-84.8752,1/8/2004 23:00,1,1,2,1,,0.001,<4>  B                   ,0.004,<4>  B                   ,0.003,<4>  ,0.132,<4>  C                   ,0.135,<4>  ,6.4,<4>  ,,1/8/2004
apaesnut  ,29.7858,-84.8752,1/9/2004 1:30,1,1,2,1,,0.001,<4>  ,0.004,<4>  B                   ,0.002,<4>  ,0.171,<4>  C                   ,0.173,<4>  ,5.8,<4>  ,,1/9/2004
apaesnut  ,29.7858,-84.8752,1/9/2004 4:00,1,1,2,1,,0.001,<4>  B                   ,0.004,<4>  B                   ,0.002,<4>  ,0.146,<4>  C                   ,0.148,<4>  ,5.8,<4>  ,,1/9/2004
apaesnut  ,29.7858,-84.8752,1/9/2004 6:30,1,1,2,1,,0.001,<4>  ,0.004,<4>  B                   ,0.002,<4>  ,0.124,<4>  C                   ,0.126,<4>  ,7.7,<4>  ,,1/9/2004
apaesnut  ,29.7858,-84.8752,1/9/2004 9:00,1,1,2,1,,0.001,<4>  B                   ,0.004,<4>  B                   ,0.002,<4>  ,0.079,<4>  C                   ,0.081,<4>  ,10.2,<4>  ,,1/9/2004
apaesnut  ,29.7858,-84.8752,1/9/2004 11:30,1,1,2,1,,0.001,<4>  B                   ,0.004,<4>  B                   ,0.002,<4>  ,0.077,<4>  C                   ,0.079,<4>  ,11.5,<4>  ,,1/9/2004
apaesnut  ,29.7858,-84.8752,2/10/2004 0:00,1,1,2,1,,0.001,<4>  B                   ,0.006,<4>  ,0.002,<4>  ,0.064,<4>  C                   ,0.066,<4>  ,10.2,<4>  ,,2/10/2004
apaesnut  ,29.7858,-84.8752,2/10/2004 8:50,1,1,1,1,,0.001,<4>  B                   ,0.012,<4>  ,0.002,<4>  B                   ,,<4>  B - C               ,0.099,<4>  ,9.6,<4>  ,,2/10/2004
apaesnut  ,29.7858,-84.8752,2/10/2004 8:55,1,1,1,2,,0.001,<4>  B                   ,0.011,<4>  ,0.002,<4>  B                   ,,<4>  B - C               ,0.105,<4>  ,9.6,<4>  ,,2/10/2004
apaesnut  ,29.7858,-84.8752,2/10/2004 9:06,1,1,2,1,,0.001,<4>  B                   ,0.005,<4>  ,0.002,<4>  ,0.071,<4>  C                   ,0.073,<4>  ,10.9,<4>  ,,2/10/2004
apaesnut  ,29.7858,-84.8752,2/10/2004 11:30,1,1,2,1,,0.001,<4>  B                   ,0.004,<4>  ,0.002,<4>  ,0.056,<4>  C                   ,0.058,<4>  ,9.6,<4>  ,,2/10/2004
apaesnut  ,29.7858,-84.8752,2/10/2004 14:00,1,1,2,1,,0.001,<4>  B                   ,0.007,<4>  ,0.002,<4>  ,0.065,<4>  C                   ,0.067,<4>  ,10.2,<4>  ,,2/10/2004
apaesnut  ,29.7858,-84.8752,2/10/2004 16:30,1,1,2,1,,0.001,<4>  B                   ,0.008,<4>  ,0.002,<4>  ,0.147,<4>  C                   ,0.149,<4>  ,9.6,<4>  ,,2/10/2004
apaesnut  ,29.7858,-84.8752,2/10/2004 19:00,1,1,2,1,,0.001,<4>  B                   ,0.004,<4>  ,0.002,<4>  ,0.145,<4>  C                   ,0.147,<4>  ,9,<4>  ,,2/10/2004
apaesnut  ,29.7858,-84.8752,2/10/2004 21:30,1,1,2,1,,0.001,<4>  B                   ,0.009,<4>  ,0.002,<4>  ,0.066,<4>  C                   ,0.068,<4>  ,7.7,<4>  ,,2/10/2004
apaesnut  ,29.7858,-84.8752,2/11/2004 0:00,1,1,2,1,,0.001,<4>  B                   ,0.006,<4>  ,0.002,<4>  ,0.064,<4>  C                   ,0.066,<4>  ,10.2,<4>  ,,2/11/2004
apaesnut  ,29.7858,-84.8752,2/11/2004 2:30,1,1,2,1,,0.001,<4>  B                   ,0.006,<4>  ,0.002,<4>  ,0.088,<4>  C                   ,0.09,<4>  ,8.3,<4>  ,,2/11/2004
apaesnut  ,29.7858,-84.8752,2/11/2004 5:00,1,1,2,1,,0.001,<4>  B                   ,0.011,<4>  ,0.002,<4>  ,0.159,<4>  C                   ,0.161,<4>  ,5.1,<4>  ,,2/11/2004
apaesnut  ,29.7858,-84.8752,2/11/2004 7:30,1,1,2,1,,0.001,<4>  B                   ,0.012,<4>  ,0.002,<4>  ,0.15,<4>  C                   ,0.152,<4>  ,16.7,<4>  ,,2/11/2004
apaesnut  ,29.7858,-84.8752,2/11/2004 10:00,1,1,2,1,,0.001,<4>  B                   ,0.01,<4>  ,0.002,<4>  ,0.12,<4>  C                   ,0.122,<4>  ,12.8,<4>  ,,2/11/2004
apaesnut  ,29.7858,-84.8752,3/9/2004 0:15,1,1,2,1,,0.002,<4>  S                   ,0.213,<4>  S                   ,0.002,<4>  B                   ,,<4>  B - C               ,0.097,<4>  S                   ,,<4>  M                   ,,3/9/2004
apaesnut  ,29.7858,-84.8752,3/9/2004 11:31,1,1,1,1,,0.001,<4>  ,0.101,<4>  ,0.002,<4>  B                   ,,<4>  B - C               ,0.1,<4>  ,16,<4>  ,,3/9/2004
apaesnut  ,29.7858,-84.8752,3/9/2004 11:34,1,1,1,2,,0.002,<4>  ,0.102,<4>  ,0.002,<4>  B                   ,,<4>  B - C               ,0.102,<4>  ,17.3,<4>  ,,3/9/2004
apaesnut  ,29.7858,-84.8752,3/9/2004 11:45,1,1,2,1,,0.002,<4>  ,0.118,<4>  ,0.002,<4>  B                   ,,<4>  B - C               ,0.094,<4>  ,14.7,<4>  ,,3/9/2004
apaesnut  ,29.7858,-84.8752,3/9/2004 14:15,1,1,2,1,,0.002,<4>  ,0.148,<4>  ,0.002,<4>  B                   ,,<4>  B - C               ,0.141,<4>  ,13.4,<4>  ,,3/9/2004
apaesnut  ,29.7858,-84.8752,3/9/2004 16:45,1,1,2,1,,0.002,<4>  ,0.099,<4>  ,0.002,<4>  ,0.208,<4>  C                   ,0.21,<4>  ,16,<4>  ,,3/9/2004
apaesnut  ,29.7858,-84.8752,3/9/2004 19:15,1,1,2,1,,0.002,<4>  ,0.115,<4>  ,0.002,<4>  ,0.136,<4>  C                   ,0.138,<4>  ,11.5,<4>  ,,3/9/2004
apaesnut  ,29.7858,-84.8752,3/9/2004 21:45,1,1,2,1,,0.002,<4>  ,0.095,<4>  ,0.002,<4>  B                   ,,<4>  B - C               ,0.126,<4>  ,9,<4>  ,,3/9/2004
apaesnut  ,29.7858,-84.8752,3/10/2004 0:15,1,1,2,1,,0.002,<4>  S                   ,0.213,<4>  S                   ,0.002,<4>  B                   ,,<4>  B - C               ,0.097,<4>  S                   ,,<4>  M                   ,,3/10/2004
apaesnut  ,29.7858,-84.8752,3/10/2004 2:45,1,1,2,1,,,<4>  M                   ,,<4>  M                   ,,<4>  M                   ,,<4>  C - M               ,,<4>  M                   ,,<4>  M                   ,,3/10/2004
apaesnut  ,29.7858,-84.8752,3/10/2004 5:15,1,1,2,1,,,<4>  M                   ,,<4>  M                   ,,<4>  M                   ,,<4>  C - M               ,,<4>  M                   ,,<4>  M                   ,,3/10/2004
apaesnut  ,29.7858,-84.8752,3/10/2004 7:45,1,1,2,1,,,<4>  M                   ,,<4>  M                   ,,<4>  M                   ,,<4>  C - M               ,,<4>  M                   ,,<4>  M                   ,,3/10/2004
apaesnut  ,29.7858,-84.8752,3/10/2004 10:15,1,1,2,1,,,<4>  M                   ,,<4>  M                   ,,<4>  M                   ,,<4>  C - M               ,,<4>  M                   ,,<4>  M                   ,,3/10/2004
apaesnut  ,29.7858,-84.8752,3/10/2004 12:45,1,1,2,1,,,<4>  M                   ,,<4>  M                   ,,<4>  M                   ,,<4>  C - M               ,,<4>  M                   ,,<4>  M                   ,,3/10/2004
apaesnut  ,29.7858,-84.8752,4/5/2004 9:15,1,1,1,1,,0.001,<4>  B                   ,0.024,<4>  ,0.002,<4>  B                   ,,<4>  B - C               ,0.007,<4>  B                   ,10.2,<4>  ,,4/5/2004
apaesnut  ,29.7858,-84.8752,4/5/2004 9:20,1,1,1,2,,0.001,<4>  ,0.019,<4>  ,0.002,<4>  B                   ,,<4>  B - C               ,0.007,<4>  B                   ,10.2,<4>  ,,4/5/2004
apaesnut  ,29.7858,-84.8752,4/5/2004 10:30,1,1,2,1,,0.001,<4>  ,0.014,<4>  ,0.002,<4>  B                   ,,<4>  B - C               ,0.007,<4>  ,9.9,<4>  ,,4/5/2004
apaesnut  ,29.7858,-84.8752,4/5/2004 13:00,1,1,2,1,,0.001,<4>  ,0.018,<4>  ,0.002,<4>  B                   ,,<4>  B - C               ,0.033,<4>  ,12.8,<4>  ,,4/5/2004
apaesnut  ,29.7858,-84.8752,4/5/2004 15:30,1,1,2,1,,0.001,<4>  ,0.017,<4>  ,0.002,<4>  ,0.041,<4>  C                   ,0.043,<4>  ,16,<4>  ,,4/5/2004
apaesnut  ,29.7858,-84.8752,4/5/2004 18:00,1,1,2,1,,0.001,<4>  ,0.019,<4>  ,0.002,<4>  B                   ,,<4>  B - C               ,0.014,<4>  ,12,<4>  ,,4/5/2004
apaesnut  ,29.7858,-84.8752,4/5/2004 20:30,1,1,2,1,,0.001,<4>  B                   ,0.016,<4>  ,0.002,<4>  B                   ,,<4>  B - C               ,0.013,<4>  ,11.2,<4>  ,,4/5/2004
apaesnut  ,29.7858,-84.8752,4/5/2004 23:00,1,1,2,1,,0.001,<4>  ,0.012,<4>  ,0.002,<4>  B                   ,,<4>  B - C               ,0.009,<4>  ,9.6,<4>  ,,4/5/2004
apaesnut  ,29.7858,-84.8752,4/6/2004 1:30,1,1,2,1,,0.001,<4>  B                   ,0.02,<4>  ,0.002,<4>  B                   ,,<4>  B - C               ,0.007,<4>  B                   ,9.6,<4>  ,,4/6/2004
apaesnut  ,29.7858,-84.8752,4/6/2004 4:00,1,1,2,1,,0.001,<4>  B                   ,0.03,<4>  ,0.002,<4>  ,0.045,<4>  C                   ,0.047,<4>  ,12,<4>  ,,4/6/2004
apaesnut  ,29.7858,-84.8752,4/6/2004 6:30,1,1,2,1,,0.001,<4>  ,0.022,<4>  ,0.002,<4>  B                   ,,<4>  B - C               ,0.024,<4>  ,12.8,<4>  ,,4/6/2004
apaesnut  ,29.7858,-84.8752,4/6/2004 9:00,1,1,2,1,,0.001,<4>  B                   ,0.024,<4>  ,0.002,<4>  B                   ,,<4>  B - C               ,0.022,<4>  ,12,<4>  ,,4/6/2004
apaesnut  ,29.7858,-84.8752,4/6/2004 11:30,1,1,2,1,,0.001,<4>  ,0.018,<4>  ,0.002,<4>  B                   ,,<4>  B - C               ,0.007,<4>  B                   ,12,<4>  ,,4/6/2004
apaesnut  ,29.7858,-84.8752,5/3/2004 10:10,1,1,1,1,,0.001,<4>  ,0.034,<4>  ,0.002,<4>  B                   ,,<4>  B - C               ,0.035,<4>  ,22.4,<4>  ,,5/3/2004
apaesnut  ,29.7858,-84.8752,5/3/2004 10:12,1,1,1,2,,0.001,<4>  ,0.034,<4>  ,0.002,<4>  B                   ,,<4>  B - C               ,0.024,<4>  ,21.8,<4>  ,,5/3/2004
apaesnut  ,29.7858,-84.8752,5/3/2004 10:15,1,1,2,1,,0.002,<4>  ,0.042,<4>  ,0.002,<4>  B                   ,,<4>  B - C               ,0.032,<4>  ,21.8,<4>  ,,5/3/2004
apaesnut  ,29.7858,-84.8752,5/3/2004 12:45,1,1,2,1,,0.002,<4>  ,0.029,<4>  ,0.002,<4>  B                   ,,<4>  B - C               ,0.044,<4>  ,21.8,<4>  ,,5/3/2004
apaesnut  ,29.7858,-84.8752,5/3/2004 15:15,1,1,2,1,,0.002,<4>  ,0.028,<4>  ,0.002,<4>  B                   ,,<4>  B - C               ,0.059,<4>  ,17.9,<4>  ,,5/3/2004
apaesnut  ,29.7858,-84.8752,5/3/2004 17:45,1,1,2,1,,0.002,<4>  ,0.025,<4>  ,0.002,<4>  B                   ,,<4>  B - C               ,0.007,<4>  B                   ,17.3,<4>  ,,5/3/2004
apaesnut  ,29.7858,-84.8752,5/3/2004 20:15,1,1,2,1,,0.001,<4>  ,0.028,<4>  ,0.002,<4>  B                   ,,<4>  B - C               ,0.013,<4>  ,10.2,<4>  ,,5/3/2004
apaesnut  ,29.7858,-84.8752,5/3/2004 22:45,1,1,2,1,,0.002,<4>  ,0.026,<4>  ,0.002,<4>  B                   ,,<4>  B - C               ,0.007,<4>  B                   ,9.2,<4>  ,,5/3/2004
apaesnut  ,29.7858,-84.8752,5/4/2004 1:15,1,1,2,1,,0.002,<4>  ,0.019,<4>  ,0.002,<4>  B                   ,,<4>  B - C               ,0.01,<4>  ,12.8,<4>  ,,5/4/2004
apaesnut  ,29.7858,-84.8752,5/4/2004 3:45,1,1,2,1,,0.002,<4>  ,0.037,<4>  ,0.002,<4>  B                   ,,<4>  B - C               ,0.012,<4>  ,16.7,<4>  ,,5/4/2004
apaesnut  ,29.7858,-84.8752,5/4/2004 6:15,1,1,2,1,,0.002,<4>  ,0.038,<4>  ,0.002,<4>  B                   ,,<4>  B - C               ,0.013,<4>  ,19.2,<4>  ,,5/4/2004
apaesnut  ,29.7858,-84.8752,5/4/2004 8:45,1,1,2,1,,0.002,<4>  ,0.02,<4>  ,0.002,<4>  B                   ,,<4>  B - C               ,0.012,<4>  ,20.5,<4>  ,,5/4/2004
apaesnut  ,29.7858,-84.8752,5/4/2004 11:15,1,1,2,1,,0.002,<4>  ,0.025,<4>  ,0.002,<4>  B                   ,,<4>  B - C               ,0.007,<4>  ,20.5,<4>  ,,5/4/2004
apaesnut  ,29.7858,-84.8752,6/7/2004 8:25,1,1,1,1,,0.01,<4>  ,0.04,<4>  ,0.002,<4>  B                   ,,<4>  B - C               ,0.01,<4>  ,9.6,<4>  ,,6/7/2004
apaesnut  ,29.7858,-84.8752,6/7/2004 8:29,1,1,1,2,,0.019,<4>  ,0.047,<4>  ,0.002,<4>  B                   ,,<4>  B - C               ,0.007,<4>  ,24.4,<4>  ,,6/7/2004
apaesnut  ,29.7858,-84.8752,6/7/2004 8:30,1,1,2,1,,0.004,<4>  ,0.028,<4>  ,0.002,<4>  B                   ,,<4>  B - C               ,0.007,<4>  B                   ,6.4,<4>  ,,6/7/2004
apaesnut  ,29.7858,-84.8752,6/7/2004 11:00,1,1,2,1,,0.004,<4>  ,0.012,<4>  ,0.002,<4>  B                   ,,<4>  B - C               ,0.007,<4>  B                   ,12.8,<4>  ,,6/7/2004
apaesnut  ,29.7858,-84.8752,6/7/2004 13:30,1,1,2,1,,0.004,<4>  ,0.028,<4>  ,0.002,<4>  B                   ,,<4>  B - C               ,0.007,<4>  ,6.4,<4>  ,,6/7/2004
apaesnut  ,29.7858,-84.8752,6/7/2004 16:00,1,1,2,1,,0.005,<4>  ,0.039,<4>  ,0.002,<4>  B                   ,,<4>  B - C               ,0.007,<4>  B                   ,3.8,<4>  ,,6/7/2004
apaesnut  ,29.7858,-84.8752,6/7/2004 18:30,1,1,2,1,,0.007,<4>  ,0.027,<4>  ,0.002,<4>  ,,<4>  B - C               ,0.007,<4>  B                   ,9,<4>  ,,6/7/2004
apaesnut  ,29.7858,-84.8752,6/7/2004 21:00,1,1,2,1,,0.004,<4>  ,0.02,<4>  ,0.002,<4>  B                   ,,<4>  B - C               ,0.007,<4>  B                   ,7.7,<4>  ,,6/7/2004
apaesnut  ,29.7858,-84.8752,6/7/2004 23:30,1,1,2,1,,0.006,<4>  ,0.034,<4>  ,0.002,<4>  B                   ,,<4>  B - C               ,0.007,<4>  B                   ,6.4,<4>  ,,6/7/2004
apaesnut  ,29.7858,-84.8752,6/8/2004 2:00,1,1,2,1,,0.005,<4>  ,0.02,<4>  ,0.002,<4>  B                   ,,<4>  B - C               ,0.008,<4>  ,3.8,<4>  ,,6/8/2004
